Class,Coloring,Butterscotch,Owl,Erratic,Agonistic,Nephogram,Foreclose,Publish,Jackpot,Man,Zestful,Citizen,Tree,Tabletop,Dark,Marshmallow,Carsick,Termination,Recount,Damage,Vineyard,Gigantic,Mascot,Magnificent,Lifeline,Decorum,Perpetrator,Bookworm,Engender,Future,Grandnieces,Fish,Teamwork,Way,Dangerous,Sublime,Eulogy,Moonwalk,Abjure,Kitchenette,Ring,Envelope,Inflatable,Mine,Celebrate,Inimical,Reporter,Blackboard,Parenthesis,Etymology
Citizen,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.061,0.03,0.03,0.03,0.061,0.0,0.061,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.061,0.0,0.061,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.061,0.03,0.091,0.0
Tree,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.05,0.0,0.025,0.0,0.025,0.05,0.05,0.0,0.0,0.0,0.025,0.0,0.1,0.025,0.0,0.025,0.05,0.025,0.05,0.0,0.025,0.025,0.025,0.0
Tabletop,0.0,0.0,0.0,0.037,0.019,0.019,0.0,0.0,0.019,0.0,0.0,0.0,0.037,0.204,0.019,0.0,0.019,0.074,0.0,0.0,0.037,0.019,0.0,0.019,0.0,0.0,0.037,0.0,0.019,0.056,0.056,0.037,0.0,0.0,0.0,0.019,0.0,0.037,0.0,0.019,0.019,0.0,0.0,0.056,0.0,0.037,0.056,0.019,0.0,0.019
Dark,0.0,0.049,0.073,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.049,0.049,0.0,0.0,0.049,0.0,0.0,0.049,0.0,0.024,0.0,0.049,0.098,0.049,0.0,0.024,0.024,0.0,0.024,0.024,0.024,0.0,0.0,0.024,0.024,0.0,0.0,0.0,0.049,0.024,0.049,0.024,0.0,0.024,0.0,0.0,0.073,0.0,0.0,0.0
Marshmallow,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.021,0.0,0.0,0.021,0.021,0.0,0.191,0.085,0.021,0.0,0.0,0.021,0.0,0.0,0.021,0.085,0.043,0.064,0.0,0.021,0.021,0.0,0.0,0.0,0.021,0.0,0.021,0.043,0.0,0.0,0.043,0.0,0.0,0.043,0.0,0.0,0.0,0.021,0.0,0.085,0.021
Carsick,0.0,0.0,0.02,0.02,0.02,0.0,0.041,0.02,0.02,0.0,0.02,0.0,0.041,0.02,0.0,0.041,0.163,0.02,0.0,0.061,0.0,0.0,0.041,0.041,0.02,0.02,0.0,0.02,0.02,0.0,0.061,0.0,0.02,0.0,0.041,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.041,0.0,0.0,0.0,0.02,0.02,0.041,0.041
Termination,0.02,0.0,0.0,0.0,0.041,0.0,0.02,0.0,0.0,0.041,0.02,0.061,0.02,0.02,0.02,0.0,0.041,0.143,0.02,0.0,0.0,0.02,0.02,0.061,0.041,0.0,0.0,0.061,0.0,0.0,0.02,0.0,0.0,0.082,0.02,0.0,0.0,0.0,0.061,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.041,0.0
Recount,0.022,0.0,0.022,0.0,0.0,0.022,0.0,0.043,0.022,0.043,0.022,0.022,0.043,0.0,0.065,0.043,0.0,0.0,0.152,0.022,0.065,0.0,0.0,0.022,0.022,0.022,0.0,0.022,0.0,0.022,0.022,0.0,0.0,0.0,0.0,0.022,0.065,0.022,0.0,0.0,0.022,0.0,0.022,0.022,0.0,0.0,0.022,0.022,0.043,0.0
Damage,0.019,0.0,0.019,0.057,0.0,0.019,0.0,0.019,0.0,0.057,0.0,0.019,0.019,0.0,0.0,0.0,0.019,0.038,0.019,0.132,0.0,0.0,0.0,0.038,0.019,0.057,0.038,0.0,0.0,0.019,0.038,0.019,0.0,0.038,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.019,0.019,0.094,0.0,0.0,0.019,0.057,0.019,0.038
Vineyard,0.0,0.0,0.02,0.04,0.04,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.04,0.0,0.0,0.18,0.04,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.04
Gigantic,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.0,0.0,0.06,0.0,0.0,0.06,0.02,0.0,0.0,0.08,0.0,0.06,0.02,0.02,0.02,0.02,0.04,0.0,0.04,0.06,0.0,0.02,0.04,0.04,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.02
Mascot,0.0,0.019,0.0,0.0,0.038,0.0,0.019,0.0,0.019,0.057,0.0,0.019,0.038,0.019,0.0,0.0,0.0,0.0,0.038,0.0,0.019,0.019,0.057,0.075,0.075,0.019,0.019,0.0,0.019,0.038,0.019,0.0,0.019,0.0,0.0,0.0,0.019,0.057,0.019,0.057,0.038,0.0,0.0,0.019,0.019,0.0,0.075,0.019,0.019,0.019
Magnificent,0.0,0.048,0.0,0.0,0.024,0.0,0.024,0.024,0.024,0.0,0.048,0.0,0.0,0.0,0.048,0.0,0.048,0.024,0.0,0.0,0.024,0.0,0.024,0.119,0.048,0.048,0.024,0.0,0.0,0.024,0.0,0.048,0.0,0.0,0.024,0.0,0.0,0.0,0.048,0.071,0.024,0.0,0.0,0.0,0.024,0.024,0.048,0.024,0.024,0.024
Lifeline,0.0,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.049,0.024,0.0,0.073,0.0,0.049,0.024,0.0,0.0,0.049,0.0,0.098,0.024,0.024,0.0,0.0,0.195,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.024,0.024,0.049,0.024,0.024,0.0,0.024,0.0,0.073,0.0,0.0,0.024
Decorum,0.018,0.035,0.018,0.018,0.0,0.018,0.018,0.0,0.0,0.018,0.0,0.018,0.035,0.018,0.053,0.018,0.0,0.035,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.035,0.018,0.0,0.035,0.018,0.053,0.018,0.018,0.053,0.035,0.0,0.0,0.0,0.018,0.018,0.0,0.07,0.0,0.035,0.0,0.018,0.07,0.0
Perpetrator,0.024,0.049,0.0,0.024,0.024,0.0,0.0,0.0,0.0,0.024,0.0,0.073,0.0,0.024,0.0,0.0,0.0,0.024,0.024,0.049,0.0,0.024,0.0,0.024,0.0,0.0,0.22,0.024,0.0,0.0,0.024,0.0,0.024,0.024,0.0,0.024,0.0,0.024,0.0,0.073,0.024,0.049,0.049,0.0,0.024,0.0,0.0,0.024,0.0,0.0
Bookworm,0.0,0.019,0.019,0.0,0.0,0.019,0.019,0.038,0.038,0.038,0.0,0.019,0.057,0.019,0.019,0.0,0.038,0.0,0.019,0.019,0.038,0.0,0.019,0.0,0.0,0.019,0.057,0.038,0.0,0.019,0.0,0.057,0.057,0.057,0.0,0.057,0.038,0.0,0.0,0.0,0.019,0.019,0.038,0.038,0.038,0.0,0.0,0.0,0.019,0.0
Engender,0.02,0.02,0.0,0.0,0.039,0.02,0.039,0.0,0.039,0.039,0.039,0.0,0.0,0.02,0.0,0.0,0.02,0.039,0.02,0.02,0.039,0.039,0.039,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.039,0.0,0.059,0.039,0.039,0.02,0.039,0.02,0.059,0.039,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.0
Future,0.0,0.016,0.0,0.016,0.016,0.016,0.016,0.033,0.049,0.0,0.0,0.0,0.033,0.033,0.016,0.0,0.016,0.0,0.016,0.016,0.0,0.016,0.016,0.016,0.033,0.016,0.0,0.0,0.016,0.082,0.016,0.0,0.0,0.0,0.016,0.066,0.049,0.049,0.0,0.016,0.033,0.0,0.016,0.049,0.016,0.033,0.0,0.033,0.049,0.066
Grandnieces,0.023,0.0,0.0,0.045,0.045,0.023,0.045,0.023,0.0,0.023,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.023,0.045,0.023,0.0,0.023,0.0,0.0,0.023,0.023,0.0,0.0,0.045,0.136,0.0,0.0,0.0,0.023,0.023,0.023,0.045,0.023,0.0,0.0,0.0,0.0,0.045,0.045,0.0,0.023,0.023,0.114,0.023
Fish,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.044,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.022,0.022,0.0,0.0,0.2,0.022,0.022,0.0,0.044,0.044,0.022,0.0,0.0,0.0,0.089,0.089,0.022,0.0,0.022,0.022,0.044,0.0,0.022
Teamwork,0.018,0.036,0.018,0.018,0.055,0.018,0.018,0.055,0.036,0.018,0.0,0.0,0.018,0.018,0.0,0.036,0.0,0.018,0.055,0.018,0.0,0.0,0.0,0.0,0.0,0.091,0.018,0.0,0.0,0.018,0.0,0.036,0.109,0.0,0.091,0.0,0.0,0.018,0.0,0.018,0.0,0.0,0.036,0.036,0.018,0.036,0.0,0.0,0.0,0.018
Way,0.026,0.026,0.053,0.0,0.0,0.053,0.0,0.079,0.053,0.026,0.0,0.026,0.0,0.053,0.079,0.0,0.0,0.026,0.0,0.026,0.0,0.026,0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.026,0.026,0.0,0.158,0.026,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.026,0.026,0.026,0.0,0.0
Dangerous,0.038,0.077,0.038,0.019,0.019,0.019,0.038,0.019,0.038,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.058,0.0,0.0,0.0,0.019,0.019,0.019,0.0,0.0,0.019,0.212,0.0,0.038,0.077,0.038,0.0,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.019,0.0,0.038
Sublime,0.0,0.022,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.022,0.067,0.0,0.0,0.022,0.067,0.0,0.0,0.0,0.022,0.044,0.0,0.0,0.022,0.022,0.022,0.022,0.044,0.0,0.044,0.0,0.044,0.022,0.0,0.067,0.022,0.067,0.044,0.022,0.044,0.044,0.0,0.022,0.044,0.0,0.022,0.0,0.022,0.0
Eulogy,0.0,0.071,0.0,0.0,0.024,0.048,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.024,0.024,0.024,0.0,0.024,0.048,0.0,0.048,0.0,0.0,0.0,0.024,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.048,0.119,0.024,0.0,0.024,0.024,0.0,0.0,0.0
Moonwalk,0.018,0.018,0.018,0.036,0.036,0.0,0.0,0.0,0.018,0.036,0.036,0.018,0.0,0.0,0.054,0.0,0.0,0.018,0.0,0.0,0.018,0.0,0.054,0.0,0.0,0.018,0.0,0.0,0.018,0.036,0.018,0.089,0.0,0.0,0.071,0.0,0.0,0.089,0.018,0.036,0.018,0.054,0.0,0.0,0.018,0.071,0.0,0.0,0.036,0.036
Abjure,0.041,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.041,0.02,0.0,0.0,0.061,0.0,0.0,0.061,0.0,0.0,0.02,0.02,0.0,0.02,0.041,0.0,0.0,0.02,0.02,0.02,0.061,0.0,0.02,0.0,0.041,0.0,0.0,0.0,0.163,0.02,0.041,0.061,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02
Kitchenette,0.017,0.017,0.034,0.0,0.0,0.0,0.0,0.034,0.051,0.017,0.034,0.0,0.017,0.0,0.0,0.034,0.0,0.017,0.017,0.0,0.051,0.017,0.0,0.068,0.017,0.0,0.0,0.0,0.034,0.0,0.017,0.034,0.017,0.0,0.034,0.051,0.0,0.034,0.017,0.203,0.034,0.017,0.017,0.0,0.017,0.0,0.0,0.0,0.0,0.034
Ring,0.0,0.0,0.02,0.039,0.02,0.0,0.0,0.0,0.02,0.039,0.02,0.0,0.0,0.0,0.039,0.039,0.0,0.0,0.0,0.0,0.039,0.059,0.0,0.039,0.0,0.0,0.0,0.02,0.059,0.039,0.0,0.039,0.0,0.0,0.059,0.02,0.02,0.02,0.039,0.02,0.118,0.0,0.0,0.0,0.0,0.02,0.059,0.02,0.02,0.059
Envelope,0.0,0.033,0.0,0.0,0.017,0.017,0.017,0.0,0.0,0.017,0.0,0.033,0.017,0.017,0.0,0.017,0.017,0.033,0.0,0.0,0.017,0.0,0.033,0.05,0.017,0.033,0.033,0.033,0.0,0.017,0.033,0.017,0.017,0.017,0.017,0.017,0.033,0.0,0.017,0.0,0.033,0.15,0.033,0.017,0.017,0.017,0.017,0.033,0.017,0.033
Inflatable,0.036,0.0,0.018,0.055,0.018,0.0,0.0,0.036,0.018,0.018,0.0,0.036,0.018,0.0,0.018,0.0,0.0,0.0,0.018,0.018,0.0,0.018,0.0,0.0,0.0,0.018,0.0,0.0,0.018,0.018,0.018,0.127,0.018,0.018,0.036,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.145,0.0,0.018,0.018,0.018,0.0,0.0,0.055
Mine,0.019,0.0,0.037,0.0,0.0,0.019,0.019,0.0,0.0,0.037,0.037,0.019,0.019,0.0,0.019,0.019,0.019,0.0,0.019,0.037,0.0,0.037,0.0,0.0,0.056,0.037,0.019,0.0,0.019,0.019,0.019,0.0,0.0,0.037,0.0,0.0,0.074,0.0,0.0,0.019,0.0,0.0,0.019,0.204,0.019,0.037,0.019,0.0,0.019,0.037
Celebrate,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.039,0.0,0.059,0.02,0.039,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.039,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.078,0.0,0.02,0.0,0.02,0.039,0.02,0.0,0.0,0.0,0.0,0.314,0.0,0.039,0.078,0.0,0.02
Inimical,0.0,0.0,0.0,0.033,0.017,0.017,0.0,0.0,0.017,0.0,0.033,0.033,0.033,0.017,0.033,0.033,0.0,0.017,0.05,0.017,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.033,0.0,0.05,0.017,0.0,0.15,0.067,0.0,0.017,0.0,0.0,0.017,0.0,0.0,0.017,0.017,0.05,0.05,0.083,0.017,0.0,0.0,0.033
Reporter,0.02,0.02,0.04,0.04,0.0,0.0,0.0,0.06,0.0,0.06,0.02,0.0,0.02,0.02,0.08,0.0,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.08,0.0,0.04,0.0,0.04,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.14,0.0,0.02,0.02
Blackboard,0.062,0.0,0.062,0.0,0.0,0.0,0.042,0.0,0.021,0.0,0.021,0.0,0.021,0.0,0.042,0.042,0.021,0.042,0.0,0.021,0.021,0.042,0.0,0.021,0.021,0.0,0.0,0.0,0.021,0.0,0.0,0.042,0.021,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.021,0.042,0.021,0.0,0.021,0.062,0.0,0.146,0.062,0.0
Parenthesis,0.0,0.021,0.0,0.021,0.0,0.0,0.021,0.042,0.0,0.021,0.0,0.021,0.0,0.0,0.042,0.062,0.042,0.042,0.0,0.021,0.0,0.0,0.0,0.021,0.0,0.0,0.021,0.021,0.021,0.042,0.062,0.021,0.021,0.021,0.0,0.0,0.0,0.125,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.021,0.042,0.042,0.104,0.021
Etymology,0.0,0.032,0.0,0.0,0.0,0.048,0.016,0.0,0.032,0.016,0.016,0.0,0.016,0.0,0.016,0.016,0.048,0.0,0.0,0.016,0.0,0.032,0.097,0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.032,0.016,0.0,0.0,0.016,0.032,0.032,0.0,0.065,0.016,0.065,0.016,0.016,0.032,0.0,0.0,0.048,0.016,0.016,0.145
