Class,Coloring,Butterscotch,Owl,Erratic,Agonistic,Nephogram,Foreclose,Publish,Jackpot,Man,Zestful,Citizen,Tree,Tabletop,Dark,Marshmallow,Carsick,Termination,Recount,Damage,Vineyard,Gigantic,Mascot,Magnificent,Lifeline,Decorum,Perpetrator,Bookworm,Engender,Future,Grandnieces,Fish,Teamwork,Way,Dangerous,Sublime,Eulogy,Moonwalk,Abjure,Kitchenette,Ring,Envelope,Inflatable,Mine,Celebrate,Inimical,Reporter,Blackboard,Parenthesis,Etymology
Zestful,0.109,0.0,0.018,0.036,0.0,0.036,0.073,0.018,0.055,0.018,0.273,0.036,0.0,0.036,0.018,0.0,0.018,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.036,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.036,0.0,0.0,0.0,0.0,0.018,0.0,0.018,0.018,0.018,0.0,0.0
Citizen,0.03,0.061,0.061,0.0,0.03,0.152,0.0,0.0,0.0,0.03,0.0,0.364,0.03,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tree,0.0,0.025,0.075,0.05,0.0,0.025,0.0,0.025,0.0,0.0,0.025,0.0,0.275,0.025,0.075,0.025,0.0,0.0,0.075,0.025,0.0,0.025,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.025,0.0,0.05,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0
Tabletop,0.056,0.019,0.019,0.0,0.019,0.0,0.074,0.093,0.111,0.0,0.019,0.0,0.0,0.296,0.0,0.0,0.019,0.0,0.019,0.019,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.037,0.019,0.0,0.0,0.0,0.0,0.0,0.019,0.056,0.037,0.019,0.0
Dark,0.049,0.073,0.024,0.0,0.049,0.0,0.024,0.024,0.073,0.0,0.073,0.0,0.073,0.073,0.098,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.049,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.049,0.0,0.0,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0
Marshmallow,0.0,0.128,0.021,0.021,0.0,0.021,0.0,0.021,0.106,0.0,0.0,0.021,0.021,0.064,0.0,0.298,0.064,0.021,0.0,0.021,0.021,0.021,0.021,0.021,0.0,0.021,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carsick,0.02,0.122,0.0,0.02,0.041,0.02,0.061,0.0,0.041,0.041,0.0,0.0,0.02,0.061,0.0,0.041,0.204,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.061,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Termination,0.02,0.02,0.061,0.02,0.082,0.02,0.041,0.041,0.02,0.082,0.0,0.061,0.041,0.0,0.02,0.0,0.0,0.163,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.02,0.0,0.0,0.02,0.041,0.0,0.0,0.02,0.0
Recount,0.087,0.022,0.043,0.043,0.065,0.043,0.0,0.022,0.043,0.109,0.022,0.022,0.0,0.0,0.0,0.0,0.043,0.065,0.217,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damage,0.038,0.057,0.038,0.0,0.094,0.075,0.019,0.019,0.019,0.038,0.0,0.0,0.019,0.019,0.038,0.0,0.038,0.0,0.0,0.189,0.0,0.019,0.019,0.0,0.0,0.0,0.038,0.019,0.019,0.0,0.0,0.019,0.019,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.019,0.0,0.019,0.0,0.019,0.0,0.0,0.0,0.019
Vineyard,0.02,0.04,0.08,0.04,0.1,0.04,0.0,0.04,0.02,0.06,0.0,0.04,0.06,0.0,0.0,0.04,0.02,0.0,0.02,0.0,0.2,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0
Gigantic,0.04,0.04,0.08,0.0,0.04,0.02,0.04,0.0,0.04,0.02,0.04,0.08,0.02,0.04,0.02,0.02,0.0,0.02,0.04,0.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.06
Mascot,0.038,0.019,0.019,0.019,0.057,0.038,0.057,0.075,0.0,0.113,0.019,0.019,0.0,0.038,0.019,0.019,0.019,0.0,0.019,0.0,0.019,0.0,0.245,0.075,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.038,0.0,0.0,0.0
Magnificent,0.071,0.071,0.024,0.048,0.024,0.0,0.024,0.0,0.024,0.048,0.048,0.071,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.167,0.024,0.0,0.0,0.024,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.048,0.048,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.024
Lifeline,0.024,0.049,0.024,0.073,0.049,0.024,0.024,0.098,0.049,0.0,0.0,0.024,0.0,0.0,0.049,0.073,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.22,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.024,0.0
Decorum,0.053,0.035,0.053,0.018,0.053,0.053,0.035,0.053,0.053,0.0,0.018,0.035,0.0,0.018,0.0,0.018,0.035,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.018,0.018,0.018,0.0,0.018,0.0,0.0,0.0,0.018,0.0,0.018,0.053,0.0,0.035,0.035,0.018
Perpetrator,0.049,0.024,0.073,0.024,0.024,0.0,0.0,0.0,0.024,0.0,0.098,0.024,0.049,0.0,0.049,0.049,0.0,0.073,0.049,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.122,0.073,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.024,0.024,0.0
Bookworm,0.038,0.094,0.113,0.075,0.057,0.019,0.019,0.075,0.0,0.0,0.0,0.057,0.038,0.019,0.0,0.019,0.038,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.038,0.0,0.0,0.0,0.038,0.038,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.057,0.019,0.0,0.019,0.019,0.0,0.0,0.0,0.0
Engender,0.118,0.039,0.078,0.0,0.078,0.039,0.039,0.02,0.02,0.0,0.039,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.039,0.02,0.0,0.039,0.02,0.02,0.0,0.039,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.039,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.02
Future,0.016,0.049,0.066,0.0,0.016,0.0,0.033,0.049,0.033,0.016,0.033,0.033,0.016,0.033,0.033,0.016,0.049,0.033,0.033,0.0,0.016,0.0,0.016,0.0,0.066,0.0,0.016,0.0,0.0,0.164,0.016,0.0,0.016,0.0,0.0,0.0,0.066,0.033,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0
Grandnieces,0.023,0.023,0.023,0.114,0.023,0.091,0.0,0.045,0.023,0.068,0.045,0.045,0.0,0.0,0.023,0.0,0.0,0.0,0.023,0.0,0.023,0.023,0.0,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.023,0.0,0.0,0.0
Fish,0.022,0.067,0.0,0.044,0.022,0.0,0.067,0.067,0.044,0.0,0.0,0.0,0.022,0.022,0.089,0.0,0.022,0.022,0.022,0.0,0.022,0.044,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.133,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.022,0.089,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0
Teamwork,0.036,0.073,0.0,0.036,0.073,0.036,0.073,0.018,0.0,0.0,0.018,0.018,0.018,0.055,0.0,0.036,0.036,0.018,0.0,0.018,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.036,0.0,0.018,0.0,0.0,0.218,0.0,0.018,0.018,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.018,0.055,0.0,0.0,0.0,0.0
Way,0.053,0.0,0.105,0.0,0.079,0.053,0.0,0.026,0.053,0.026,0.0,0.026,0.026,0.026,0.026,0.0,0.026,0.026,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.026,0.158,0.0,0.026,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.105,0.0,0.0
Dangerous,0.019,0.115,0.038,0.038,0.019,0.019,0.077,0.019,0.019,0.019,0.0,0.019,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.019,0.019,0.019,0.019,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.038,0.0,0.0,0.173,0.0,0.0,0.0,0.019,0.019,0.019,0.0,0.019,0.0,0.0,0.019,0.0,0.0,0.0,0.058
Sublime,0.0,0.067,0.044,0.0,0.067,0.067,0.022,0.0,0.0,0.0,0.044,0.089,0.022,0.044,0.0,0.022,0.022,0.022,0.022,0.0,0.022,0.022,0.044,0.0,0.022,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.178,0.0,0.022,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.022,0.0,0.0,0.022,0.0
Eulogy,0.0,0.071,0.048,0.071,0.024,0.071,0.0,0.167,0.024,0.048,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.024,0.024,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.024
Moonwalk,0.054,0.054,0.0,0.054,0.018,0.089,0.054,0.054,0.0,0.018,0.0,0.071,0.018,0.018,0.018,0.018,0.018,0.0,0.036,0.0,0.018,0.054,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.036,0.0,0.018,0.071,0.0,0.0,0.036,0.018,0.0,0.018,0.0,0.036,0.0,0.0,0.0,0.036
Abjure,0.041,0.02,0.041,0.041,0.0,0.0,0.02,0.082,0.061,0.0,0.061,0.041,0.082,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.061,0.061,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.02,0.041,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kitchenette,0.034,0.0,0.085,0.034,0.017,0.0,0.034,0.017,0.068,0.017,0.051,0.051,0.034,0.0,0.017,0.0,0.034,0.0,0.017,0.017,0.017,0.017,0.0,0.085,0.034,0.0,0.017,0.0,0.0,0.0,0.051,0.0,0.017,0.0,0.034,0.0,0.0,0.034,0.017,0.068,0.034,0.017,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0
Ring,0.0,0.0,0.059,0.02,0.078,0.02,0.0,0.039,0.02,0.02,0.039,0.02,0.078,0.0,0.02,0.0,0.02,0.0,0.02,0.039,0.02,0.059,0.02,0.039,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.216,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02
Envelope,0.033,0.017,0.017,0.05,0.033,0.017,0.017,0.0,0.05,0.067,0.0,0.017,0.0,0.067,0.017,0.017,0.067,0.0,0.05,0.05,0.017,0.033,0.05,0.017,0.0,0.0,0.017,0.033,0.033,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.017
Inflatable,0.073,0.0,0.0,0.073,0.055,0.018,0.055,0.018,0.055,0.0,0.036,0.036,0.018,0.018,0.055,0.018,0.055,0.0,0.0,0.0,0.018,0.018,0.0,0.018,0.018,0.0,0.018,0.055,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.018,0.036,0.0,0.018,0.0,0.018,0.0,0.091,0.0,0.018,0.018,0.018,0.0,0.0,0.0
Mine,0.0,0.111,0.037,0.056,0.0,0.019,0.093,0.056,0.0,0.056,0.019,0.019,0.037,0.0,0.0,0.0,0.019,0.037,0.037,0.037,0.019,0.0,0.0,0.0,0.0,0.019,0.0,0.019,0.019,0.0,0.019,0.019,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.13,0.019,0.037,0.0,0.0,0.019,0.019
Celebrate,0.078,0.0,0.0,0.059,0.02,0.0,0.02,0.02,0.02,0.039,0.078,0.0,0.02,0.059,0.02,0.02,0.0,0.0,0.02,0.0,0.039,0.02,0.0,0.0,0.059,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.216,0.039,0.02,0.0,0.0,0.0
Inimical,0.017,0.05,0.017,0.067,0.033,0.033,0.05,0.033,0.067,0.017,0.083,0.0,0.017,0.0,0.0,0.0,0.017,0.033,0.017,0.0,0.0,0.017,0.0,0.0,0.017,0.033,0.0,0.0,0.0,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.017,0.0,0.017,0.0,0.017,0.0,0.0,0.017,0.0,0.25,0.0,0.0,0.0,0.0
Reporter,0.06,0.02,0.06,0.0,0.0,0.02,0.08,0.06,0.02,0.02,0.04,0.04,0.0,0.0,0.06,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.2,0.0,0.02,0.02
Blackboard,0.125,0.021,0.042,0.042,0.083,0.042,0.0,0.042,0.021,0.021,0.0,0.0,0.0,0.062,0.0,0.062,0.062,0.0,0.0,0.021,0.042,0.021,0.042,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.021,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.021,0.0
Parenthesis,0.021,0.0,0.021,0.042,0.042,0.021,0.021,0.083,0.042,0.083,0.042,0.021,0.0,0.0,0.021,0.021,0.0,0.021,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.021,0.042,0.0,0.0,0.042,0.042,0.0,0.0,0.021,0.0,0.021,0.021,0.0,0.0,0.042,0.042,0.0,0.0,0.021,0.0,0.0,0.042,0.042,0.083,0.0
Etymology,0.032,0.065,0.032,0.048,0.0,0.048,0.048,0.016,0.016,0.048,0.032,0.0,0.032,0.0,0.032,0.0,0.032,0.0,0.0,0.0,0.0,0.016,0.065,0.0,0.032,0.016,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.016,0.032,0.0,0.065,0.016,0.0,0.0,0.0,0.0,0.016,0.0,0.016,0.161
