Class,Coloring,Butterscotch,Owl,Erratic,Agonistic,Nephogram,Foreclose,Publish,Jackpot,Man,Zestful,Citizen,Tree,Tabletop,Dark,Marshmallow,Carsick,Termination,Recount,Damage,Vineyard,Gigantic,Mascot,Magnificent,Lifeline,Decorum,Perpetrator,Bookworm,Engender,Future,Grandnieces,Fish,Teamwork,Way,Dangerous,Sublime,Eulogy,Moonwalk,Abjure,Kitchenette,Ring,Envelope,Inflatable,Mine,Celebrate,Inimical,Reporter,Blackboard,Parenthesis,Etymology
Zestful,0.036,0.0,0.0,0.0,0.036,0.0,0.036,0.0,0.091,0.0,0.036,0.0,0.0,0.036,0.0,0.073,0.0,0.055,0.036,0.0,0.0,0.018,0.0,0.018,0.0,0.0,0.036,0.073,0.018,0.0,0.0,0.036,0.0,0.055,0.0,0.0,0.0,0.0,0.018,0.055,0.0,0.036,0.0,0.036,0.0,0.091,0.036,0.018,0.018,0.0
Citizen,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.091,0.0,0.0,0.0,0.0,0.03,0.0,0.061,0.0,0.121,0.03,0.0,0.061,0.0,0.03,0.0,0.061,0.091,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03
Tree,0.0,0.025,0.0,0.025,0.075,0.0,0.0,0.05,0.0,0.075,0.025,0.0,0.0,0.0,0.05,0.075,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.075,0.025,0.0,0.0,0.0,0.125,0.0,0.0,0.025,0.05,0.025,0.025,0.075,0.0,0.0,0.0,0.025
Tabletop,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.019,0.093,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.0,0.037,0.093,0.0,0.0,0.0,0.0,0.019,0.019,0.056,0.0,0.0,0.074,0.0,0.0,0.019,0.019,0.0,0.0,0.037,0.0,0.019,0.074,0.0,0.0,0.019,0.019,0.019,0.093,0.056,0.037,0.037,0.0,0.0
Dark,0.0,0.024,0.024,0.024,0.0,0.0,0.0,0.024,0.098,0.122,0.0,0.0,0.024,0.024,0.024,0.024,0.0,0.049,0.049,0.049,0.049,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.073,0.049,0.073,0.0,0.0,0.0,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0
Marshmallow,0.043,0.0,0.021,0.0,0.0,0.0,0.043,0.021,0.021,0.043,0.021,0.0,0.021,0.043,0.0,0.234,0.0,0.021,0.0,0.0,0.021,0.0,0.0,0.021,0.085,0.064,0.021,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.0,0.0,0.0,0.043,0.0,0.021,0.0,0.0,0.0,0.021,0.085,0.0
Carsick,0.0,0.061,0.0,0.0,0.082,0.02,0.082,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.041,0.0,0.02,0.0,0.0,0.102,0.0,0.0,0.02,0.184,0.0,0.041,0.02,0.0,0.0,0.0,0.0,0.041,0.0,0.02,0.02,0.0,0.041,0.0,0.0,0.061,0.0,0.041,0.0,0.0,0.0,0.02,0.0,0.02,0.0
Termination,0.0,0.0,0.02,0.0,0.061,0.041,0.02,0.061,0.0,0.02,0.0,0.0,0.082,0.0,0.041,0.061,0.0,0.02,0.0,0.0,0.061,0.02,0.0,0.0,0.02,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.163,0.061,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.041,0.0
Recount,0.0,0.022,0.0,0.0,0.0,0.022,0.022,0.043,0.0,0.065,0.022,0.0,0.043,0.022,0.0,0.0,0.0,0.0,0.043,0.0,0.043,0.0,0.0,0.0,0.0,0.087,0.043,0.022,0.0,0.087,0.0,0.065,0.022,0.043,0.043,0.065,0.043,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.043,0.065,0.0,0.0,0.0,0.0
Damage,0.0,0.019,0.113,0.0,0.038,0.075,0.0,0.019,0.019,0.057,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.019,0.0,0.057,0.038,0.019,0.019,0.0,0.0,0.057,0.0,0.094,0.094,0.0,0.0,0.0,0.019,0.094,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.019,0.019,0.0,0.038,0.0
Vineyard,0.0,0.0,0.06,0.06,0.02,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.42,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.08,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
Gigantic,0.1,0.0,0.04,0.0,0.1,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.06,0.06,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.04,0.04,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.02
Mascot,0.019,0.0,0.0,0.019,0.057,0.0,0.038,0.019,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.019,0.0,0.094,0.0,0.038,0.038,0.019,0.0,0.0,0.019,0.132,0.0,0.0,0.0,0.0,0.038,0.057,0.0,0.038,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.038,0.038,0.038,0.019
Magnificent,0.0,0.0,0.0,0.071,0.048,0.0,0.0,0.024,0.0,0.071,0.024,0.0,0.0,0.0,0.0,0.048,0.0,0.024,0.0,0.0,0.143,0.0,0.024,0.119,0.048,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.024,0.0,0.0,0.0,0.048,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.095,0.024,0.0
Lifeline,0.0,0.0,0.0,0.049,0.0,0.049,0.0,0.049,0.0,0.0,0.073,0.0,0.024,0.073,0.0,0.098,0.0,0.049,0.0,0.0,0.0,0.049,0.0,0.024,0.098,0.0,0.024,0.0,0.024,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.073,0.0,0.024,0.024,0.0,0.024,0.024,0.0,0.024,0.024
Decorum,0.035,0.0,0.0,0.07,0.0,0.088,0.018,0.018,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.158,0.07,0.018,0.018,0.0,0.035,0.053,0.053,0.053,0.0,0.018,0.018,0.0,0.0,0.0,0.07,0.0,0.0,0.035,0.018,0.018,0.0,0.0,0.0,0.018
Perpetrator,0.073,0.0,0.0,0.0,0.0,0.024,0.024,0.0,0.024,0.0,0.049,0.0,0.0,0.073,0.024,0.0,0.0,0.024,0.024,0.098,0.0,0.0,0.0,0.0,0.024,0.0,0.024,0.049,0.024,0.073,0.0,0.0,0.0,0.073,0.0,0.024,0.0,0.0,0.073,0.024,0.0,0.0,0.0,0.073,0.0,0.049,0.024,0.024,0.0,0.0
Bookworm,0.019,0.019,0.057,0.019,0.075,0.019,0.0,0.057,0.019,0.0,0.019,0.0,0.019,0.0,0.0,0.038,0.0,0.038,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.094,0.0,0.0,0.0,0.019,0.075,0.0,0.019,0.0,0.0,0.0,0.038,0.0,0.0,0.038,0.019,0.038,0.094,0.038,0.0,0.0,0.0,0.0
Engender,0.0,0.0,0.059,0.0,0.039,0.059,0.078,0.0,0.0,0.0,0.039,0.0,0.0,0.039,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.039,0.0,0.196,0.0,0.02,0.039,0.0,0.0,0.059,0.0,0.02,0.0,0.02,0.059,0.0,0.0,0.0,0.078,0.02,0.02,0.0,0.02,0.0,0.0
Future,0.033,0.033,0.0,0.0,0.0,0.016,0.0,0.0,0.016,0.0,0.0,0.0,0.033,0.033,0.0,0.033,0.0,0.0,0.033,0.0,0.016,0.0,0.0,0.0,0.016,0.016,0.033,0.0,0.049,0.049,0.0,0.0,0.0,0.033,0.033,0.016,0.164,0.098,0.033,0.049,0.033,0.0,0.016,0.066,0.0,0.016,0.016,0.0,0.016,0.0
Grandnieces,0.0,0.0,0.0,0.0,0.045,0.159,0.0,0.0,0.023,0.045,0.0,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.045,0.023,0.023,0.023,0.023,0.0,0.0,0.023,0.0,0.023,0.091,0.0,0.0,0.0,0.0,0.023,0.023,0.0,0.091,0.045,0.045,0.0,0.068,0.0,0.068,0.023
Fish,0.022,0.022,0.0,0.156,0.0,0.0,0.0,0.022,0.0,0.0,0.044,0.0,0.044,0.0,0.022,0.0,0.0,0.044,0.0,0.0,0.067,0.067,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.178,0.089,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.067,0.0,0.0,0.0,0.0,0.0
Teamwork,0.0,0.055,0.0,0.091,0.0,0.036,0.036,0.055,0.0,0.073,0.0,0.0,0.018,0.018,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.018,0.018,0.0,0.0,0.0,0.145,0.036,0.036,0.018,0.0,0.0,0.036,0.018,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.018,0.0,0.018
Way,0.0,0.0,0.105,0.0,0.026,0.0,0.0,0.0,0.026,0.079,0.0,0.0,0.026,0.0,0.026,0.026,0.0,0.0,0.026,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.053,0.079,0.0,0.026,0.0,0.0,0.053,0.158,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.105,0.026,0.0,0.026,0.0
Dangerous,0.0,0.058,0.0,0.058,0.115,0.019,0.019,0.0,0.019,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.038,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.154,0.038,0.0,0.019,0.038,0.115,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.115
Sublime,0.0,0.022,0.156,0.0,0.089,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.022,0.0,0.0,0.111,0.0,0.022,0.022,0.022,0.0,0.022,0.022,0.067,0.044,0.067,0.022,0.044,0.0,0.0,0.067,0.0,0.022,0.0,0.0,0.0,0.0,0.044,0.0,0.022
Eulogy,0.0,0.024,0.024,0.024,0.071,0.071,0.0,0.071,0.0,0.048,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.214,0.0,0.0,0.0,0.024,0.0,0.024,0.048,0.0,0.0,0.0,0.0,0.024,0.071
Moonwalk,0.0,0.0,0.018,0.054,0.018,0.0,0.0,0.018,0.0,0.036,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.018,0.0,0.107,0.0,0.018,0.071,0.018,0.0,0.0,0.0,0.036,0.018,0.0,0.054,0.054,0.0,0.161,0.0,0.089,0.0,0.0,0.036,0.0,0.018,0.0,0.036,0.0,0.054,0.0,0.018,0.0,0.036
Abjure,0.0,0.0,0.02,0.082,0.0,0.0,0.0,0.02,0.102,0.0,0.102,0.0,0.102,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.082,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.082,0.061,0.041,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.041
Kitchenette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.017,0.0,0.085,0.0,0.0,0.0,0.0,0.153,0.034,0.017,0.017,0.034,0.0,0.0,0.0,0.068,0.017,0.0,0.034,0.0,0.017,0.102,0.0,0.017,0.034,0.068,0.153,0.0,0.034,0.0,0.0,0.0,0.017,0.0,0.0,0.017,0.017
Ring,0.0,0.0,0.039,0.039,0.0,0.039,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.059,0.0,0.039,0.039,0.02,0.0,0.0,0.0,0.059,0.02,0.0,0.02,0.0,0.0,0.157,0.0,0.059,0.0,0.118,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.078,0.0,0.078
Envelope,0.0,0.017,0.0,0.1,0.0,0.017,0.0,0.0,0.0,0.017,0.017,0.0,0.017,0.033,0.017,0.017,0.0,0.05,0.0,0.0,0.0,0.0,0.017,0.033,0.05,0.017,0.017,0.017,0.017,0.0,0.017,0.067,0.05,0.0,0.0,0.0,0.017,0.017,0.05,0.0,0.0,0.067,0.083,0.0,0.0,0.0,0.017,0.033,0.05,0.067
Inflatable,0.0,0.055,0.0,0.091,0.018,0.0,0.018,0.0,0.0,0.018,0.055,0.0,0.0,0.018,0.0,0.055,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.055,0.091,0.036,0.0,0.0,0.018,0.0,0.164,0.073,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.018,0.0,0.109,0.0,0.0,0.018,0.0,0.0,0.0,0.0
Mine,0.0,0.0,0.037,0.019,0.019,0.019,0.019,0.093,0.0,0.019,0.019,0.0,0.0,0.0,0.0,0.019,0.0,0.019,0.0,0.037,0.019,0.037,0.019,0.0,0.0,0.019,0.037,0.019,0.056,0.0,0.0,0.0,0.019,0.056,0.0,0.0,0.074,0.0,0.0,0.019,0.019,0.0,0.0,0.167,0.037,0.074,0.0,0.0,0.0,0.019
Celebrate,0.02,0.0,0.0,0.039,0.0,0.0,0.059,0.0,0.039,0.059,0.02,0.0,0.02,0.039,0.02,0.0,0.0,0.0,0.078,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.078,0.0,0.098,0.02,0.0,0.0,0.0,0.039,0.02,0.02,0.0,0.078,0.0,0.176,0.0,0.0,0.0,0.02,0.0
Inimical,0.0,0.017,0.0,0.033,0.017,0.033,0.017,0.033,0.033,0.0,0.017,0.033,0.05,0.033,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.017,0.017,0.017,0.0,0.0,0.083,0.0,0.0,0.017,0.05,0.0,0.067,0.0,0.0,0.017,0.017,0.067,0.017,0.233,0.0,0.0,0.0,0.0
Reporter,0.06,0.04,0.06,0.0,0.02,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.02,0.0,0.02,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.04,0.02,0.02
Blackboard,0.021,0.0,0.042,0.021,0.0,0.0,0.146,0.0,0.0,0.021,0.021,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.042,0.021,0.042,0.042,0.042,0.0,0.0,0.021,0.021,0.0,0.0,0.062,0.083,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.021,0.0,0.042,0.021,0.062,0.125,0.0
Parenthesis,0.104,0.0,0.0,0.021,0.0,0.0,0.0,0.021,0.0,0.042,0.0,0.0,0.0,0.021,0.021,0.083,0.0,0.021,0.021,0.021,0.021,0.0,0.021,0.042,0.0,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.021,0.0,0.021,0.0,0.0,0.021,0.083,0.0,0.0,0.0,0.083,0.021,0.0,0.042,0.104,0.042
Etymology,0.032,0.0,0.0,0.065,0.0,0.032,0.032,0.0,0.016,0.0,0.0,0.0,0.048,0.0,0.0,0.016,0.016,0.016,0.0,0.0,0.016,0.0,0.0,0.081,0.081,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.016,0.081,0.016,0.048,0.016,0.016,0.0,0.016,0.0,0.0,0.113,0.0,0.065
